ID,ORDER_TS,STATUSID,PROVINCEID,CITYID
100000000,2022-01-01T00:00:00Z,2,1,1
100000001,2022-01-01T00:00:00Z,2,1,1
100000002,2022-01-01T00:00:00Z,2,1,1
100000003,2022-01-01T00:00:00Z,2,1,1
100000004,2022-01-01T00:00:00Z,2,1,1
100000005,2022-01-01T00:00:00Z,2,1,1
100000006,2022-01-01T00:00:00Z,2,1,1
100000007,2022-01-01T00:00:00Z,2,1,1
100000008,2022-01-01T00:00:00Z,2,1,1
100000009,2022-01-01T00:00:00Z,2,1,1
100000010,2022-01-01T00:00:00Z,2,1,1
100000011,2022-01-01T00:00:00Z,2,1,1
100000012,2022-01-01T00:00:00Z,2,1,1
100000013,2022-01-01T00:00:00Z,2,1,1
100000014,2022-01-01T00:00:00Z,2,1,1
100000015,2022-01-01T00:00:00Z,2,1,1
100000016,2022-01-01T00:00:00Z,2,1,1
100000017,2022-01-01T00:00:00Z,2,1,1
100000018,2022-01-01T00:00:00Z,2,1,1
100000019,2022-01-01T00:00:00Z,2,1,1
100000020,2022-01-01T00:00:00Z,2,1,1
100000021,2022-01-01T00:00:00Z,2,1,1
100000022,2022-01-01T00:00:00Z,2,1,1
100000023,2022-01-01T00:00:00Z,2,1,1
100000024,2022-01-01T00:00:00Z,2,1,1
100000025,2022-01-01T00:00:00Z,2,1,1
100000026,2022-01-01T00:00:00Z,2,1,1
100000027,2022-01-01T00:00:00Z,2,1,1
100000028,2022-01-01T00:00:00Z,2,1,1
100000029,2022-01-01T00:00:00Z,2,1,1
100000030,2022-01-01T00:00:00Z,2,1,1
100000031,2022-01-01T00:00:00Z,2,1,1
100000032,2022-01-01T00:00:00Z,2,1,1
100000033,2022-01-01T00:00:00Z,2,1,1
100000034,2022-01-01T00:00:00Z,2,1,1
100000035,2022-01-01T00:00:00Z,2,1,1
100000036,2022-01-01T00:00:00Z,2,1,1
100000037,2022-01-01T00:00:00Z,2,1,1
100000038,2022-01-01T00:00:00Z,2,1,1
100000039,2022-01-01T00:00:00Z,2,1,1
100000040,2022-01-01T00:00:00Z,2,1,1
100000041,2022-01-01T00:00:00Z,2,1,1
