ID,ORDER_TS,STATUSID,PROVINCEID,CITYID
1,2022-01-01T00:00:00Z,1,1,2
2,2022-01-01T00:00:00Z,1,1,2
3,2022-01-01T00:00:00Z,1,1,2
4,2022-01-01T00:00:00Z,1,1,2
5,2022-01-01T00:00:00Z,1,1,2
6,2022-01-01T00:00:00Z,1,1,2
7,2022-01-01T00:00:00Z,1,1,2
8,2022-01-01T00:00:00Z,1,1,2
9,2022-01-01T00:00:00Z,1,1,2
10,2022-01-01T00:00:00Z,1,1,2
11,2022-01-01T00:00:00Z,1,1,2
12,2022-01-01T00:00:00Z,1,1,2
13,2022-01-01T00:00:00Z,1,1,2
14,2022-01-01T00:00:00Z,1,1,2
15,2022-01-01T00:00:00Z,1,1,2
16,2022-01-01T00:00:00Z,1,1,2
17,2022-01-01T00:00:00Z,1,1,2
18,2022-01-01T00:00:00Z,1,1,2
19,2022-01-01T00:00:00Z,1,1,2
20,2022-01-01T00:00:00Z,1,1,2
21,2022-01-01T00:00:00Z,1,1,2
22,2022-01-01T00:00:00Z,1,1,2
23,2022-01-01T00:00:00Z,1,1,2
24,2022-01-01T00:00:00Z,1,1,2
25,2022-01-01T00:00:00Z,1,1,2
26,2022-01-01T00:00:00Z,1,1,2
27,2022-01-01T00:00:00Z,1,1,2
28,2022-01-01T00:00:00Z,1,1,2
29,2022-01-01T00:00:00Z,1,1,2
30,2022-01-01T00:00:00Z,1,1,2
31,2022-01-01T00:00:00Z,1,1,2
32,2022-01-01T00:00:00Z,1,1,2
33,2022-01-01T00:00:00Z,1,1,2
34,2022-01-01T00:00:00Z,1,1,2
35,2022-01-01T00:00:00Z,1,1,2
36,2022-01-01T00:00:00Z,1,1,2
37,2022-01-01T00:00:00Z,1,1,2
38,2022-01-01T00:00:00Z,1,1,2
39,2022-01-01T00:00:00Z,1,1,2
40,2022-01-01T00:00:00Z,1,1,2
41,2022-01-01T00:00:00Z,2,1,2
42,2022-01-01T00:00:00Z,2,1,2
43,2022-01-01T00:00:00Z,2,1,2
44,2022-01-01T00:00:00Z,2,1,2
45,2022-01-01T00:00:00Z,2,1,2
46,2022-01-01T00:00:00Z,2,1,2
47,2022-01-01T00:00:00Z,2,1,2
48,2022-01-01T00:00:00Z,2,1,2
49,2022-01-01T00:00:00Z,2,1,2
50,2022-01-01T00:00:00Z,2,1,2
51,2022-01-01T00:00:00Z,2,1,2
52,2022-01-01T00:00:00Z,2,1,2
53,2022-01-01T00:00:00Z,2,1,2
54,2022-01-01T00:00:00Z,2,1,2
55,2022-01-01T00:00:00Z,2,1,2
56,2022-01-01T00:00:00Z,2,1,2
57,2022-01-01T00:00:00Z,2,1,2
58,2022-01-01T00:00:00Z,2,1,1
59,2022-01-01T00:00:00Z,2,1,1
60,2022-01-01T00:00:00Z,2,1,1
61,2022-01-01T00:00:00Z,2,1,1
62,2022-01-01T00:00:00Z,2,1,1
63,2022-01-01T00:00:00Z,2,1,1
64,2022-01-01T00:00:00Z,2,1,1
65,2022-01-01T00:00:00Z,2,1,1
66,2022-01-01T00:00:00Z,2,1,1
67,2022-01-01T00:00:00Z,2,1,1
68,2022-01-01T00:00:00Z,2,1,1
69,2022-01-01T00:00:00Z,2,1,1
70,2022-01-01T00:00:00Z,2,1,1
71,2022-01-01T00:00:00Z,2,1,1
72,2022-01-01T00:00:00Z,2,1,1
73,2022-01-01T00:00:00Z,2,1,1
74,2022-01-01T00:00:00Z,2,1,1
75,2022-01-01T00:00:00Z,2,1,1
76,2022-01-01T00:00:00Z,2,1,1
77,2022-01-01T00:00:00Z,2,1,1
78,2022-01-01T00:00:00Z,2,1,1
79,2022-01-01T00:00:00Z,2,1,1
80,2022-01-01T00:00:00Z,2,1,1
81,2022-01-01T00:00:00Z,2,1,1
82,2022-01-01T00:00:00Z,2,1,1
83,2022-01-01T00:00:00Z,2,1,1
84,2022-01-01T00:00:00Z,2,1,1
85,2022-01-01T00:00:00Z,2,1,1
86,2022-01-01T00:00:00Z,2,1,1
87,2022-01-01T00:00:00Z,2,1,1
88,2022-01-01T00:00:00Z,2,1,1
89,2022-01-01T00:00:00Z,2,1,1
90,2022-01-01T00:00:00Z,2,1,1
91,2022-01-01T00:00:00Z,2,1,1
92,2022-01-01T00:00:00Z,2,1,1
93,2022-01-01T00:00:00Z,2,1,1
94,2022-01-01T00:00:00Z,2,1,1
95,2022-01-01T00:00:00Z,2,1,1
96,2022-01-01T00:00:00Z,2,1,1
97,2022-01-01T00:00:00Z,2,1,1
98,2022-01-01T00:00:00Z,2,1,1
99,2022-01-01T00:00:00Z,2,1,1
100,2022-01-01T00:00:00Z,2,1,1
101,2022-01-01T00:00:00Z,2,1,1
102,2022-01-01T00:00:00Z,2,1,1
103,2022-01-01T00:00:00Z,2,1,1
104,2022-01-01T00:00:00Z,2,1,1
105,2022-01-01T00:00:00Z,2,1,1
106,2022-01-01T00:00:00Z,2,1,1
107,2022-01-01T00:00:00Z,2,1,1
108,2022-01-01T00:00:00Z,2,1,1
109,2022-01-01T00:00:00Z,2,1,1
110,2022-01-01T00:00:00Z,2,1,1
111,2022-01-01T00:00:00Z,2,1,1
112,2022-01-01T00:00:00Z,2,1,1
113,2022-01-01T00:00:00Z,2,1,1
114,2022-01-01T00:00:00Z,2,1,1
115,2022-01-01T00:00:00Z,2,1,1
116,2022-01-01T00:00:00Z,2,1,1
117,2022-01-01T00:00:00Z,2,1,1
118,2022-01-01T00:00:00Z,2,1,1
119,2022-01-01T00:00:00Z,2,1,1
120,2022-01-01T00:00:00Z,2,1,1
121,2022-01-01T00:00:00Z,2,1,1
122,2022-01-01T00:00:00Z,2,1,1
123,2022-01-01T00:00:00Z,2,1,1
124,2022-01-01T00:00:00Z,2,1,1
125,2022-01-01T00:00:00Z,2,1,1
126,2022-01-01T00:00:00Z,2,1,1
127,2022-01-01T00:00:00Z,2,1,1
128,2022-01-01T00:00:00Z,2,1,1
129,2022-01-01T00:00:00Z,2,1,1
130,2022-01-01T00:00:00Z,2,1,1
131,2022-01-01T00:00:00Z,2,1,1
132,2022-01-01T00:00:00Z,2,1,1
133,2022-01-01T00:00:00Z,2,1,2
134,2022-01-01T00:00:00Z,2,1,2
135,2022-01-01T00:00:00Z,2,1,2
136,2022-01-01T00:00:00Z,2,1,2
137,2022-01-01T00:00:00Z,2,1,2
138,2022-01-01T00:00:00Z,2,1,2
139,2022-01-01T00:00:00Z,2,1,2
140,2022-01-01T00:00:00Z,2,1,2
141,2022-01-01T00:00:00Z,2,1,2
142,2022-01-01T00:00:00Z,2,1,2
143,2022-01-01T00:00:00Z,2,1,2
144,2022-01-01T00:00:00Z,2,1,2
145,2022-01-01T00:00:00Z,2,1,2
146,2022-01-01T00:00:00Z,2,1,2
147,2022-01-01T00:00:00Z,2,1,2
148,2022-01-01T00:00:00Z,2,1,2
149,2022-01-01T00:00:00Z,2,1,2
150,2022-01-01T00:00:00Z,2,1,2
151,2022-01-01T00:00:00Z,2,1,2
152,2022-01-01T00:00:00Z,2,1,2
153,2022-01-01T00:00:00Z,2,1,2
154,2022-01-01T00:00:00Z,2,1,2
155,2022-01-01T00:00:00Z,2,1,2
156,2022-01-01T00:00:00Z,2,1,2
157,2022-01-01T00:00:00Z,2,1,2
158,2022-01-01T00:00:00Z,2,1,2
159,2022-01-01T00:00:00Z,2,1,2
160,2022-01-01T00:00:00Z,2,1,2
161,2022-01-01T00:00:00Z,2,1,2
162,2022-01-01T00:00:00Z,2,1,2
163,2022-01-01T00:00:00Z,2,1,2
164,2022-01-01T00:00:00Z,2,1,2
165,2022-01-01T00:00:00Z,2,1,2
166,2022-01-01T00:00:00Z,2,1,2
167,2022-01-01T00:00:00Z,2,1,2
168,2022-01-01T00:00:00Z,2,1,2
169,2022-01-01T00:00:00Z,2,1,2
170,2022-01-01T00:00:00Z,2,1,2
171,2022-01-01T00:00:00Z,2,1,2
172,2022-01-01T00:00:00Z,2,1,2
173,2022-01-01T00:00:00Z,2,1,2
174,2022-01-01T00:00:00Z,2,1,2
175,2022-01-01T00:00:00Z,2,1,2
176,2022-01-01T00:00:00Z,2,1,2
177,2022-01-01T00:00:00Z,2,1,2
178,2022-01-01T00:00:00Z,2,1,2
179,2022-01-01T00:00:00Z,2,1,2
180,2022-01-01T00:00:00Z,2,1,2
181,2022-01-01T00:00:00Z,2,1,2
182,2022-01-01T00:00:00Z,2,1,2
183,2022-01-01T00:00:00Z,2,1,2
184,2022-01-01T00:00:00Z,2,1,2
185,2022-01-01T00:00:00Z,2,1,2
186,2022-01-01T00:00:00Z,2,1,2
187,2022-01-01T00:00:00Z,2,1,2
188,2022-01-01T00:00:00Z,2,1,2
189,2022-01-01T00:00:00Z,2,1,2
190,2022-01-01T00:00:00Z,2,1,2
191,2022-01-01T00:00:00Z,2,1,2
192,2022-01-01T00:00:00Z,2,1,2
193,2022-01-01T00:00:00Z,2,1,2
194,2022-01-01T00:00:00Z,2,1,2
195,2022-01-01T00:00:00Z,2,1,2
196,2022-01-01T00:00:00Z,2,1,2
197,2022-01-01T00:00:00Z,2,1,2
198,2022-01-01T00:00:00Z,2,1,2
199,2022-01-01T00:00:00Z,2,1,2
200,2022-01-01T00:00:00Z,2,1,2
201,2022-01-01T00:00:00Z,2,1,2
202,2022-01-01T00:00:00Z,2,1,2
203,2022-01-01T00:00:00Z,2,1,2
204,2022-01-01T00:00:00Z,2,1,2
205,2022-01-01T00:00:00Z,2,1,2
206,2022-01-01T00:00:00Z,2,1,2
207,2022-01-01T00:00:00Z,2,1,2
208,2022-01-01T00:00:00Z,2,1,3
209,2022-01-01T00:00:00Z,2,1,3
210,2022-01-01T00:00:00Z,2,1,3
211,2022-01-01T00:00:00Z,2,1,3
