"id","order_ts","statusid","provinceid","cityid"
1,2023-02-02 00:00:00.000,1,1,2
2,2023-02-02 00:00:00.000,1,1,2
3,2023-02-02 00:00:00.000,1,1,2
4,2023-02-02 00:00:00.000,1,1,2
5,2023-02-02 00:00:00.000,1,1,2
6,2023-02-02 00:00:00.000,1,1,2
7,2023-02-02 00:00:00.000,1,1,2
8,2023-02-02 00:00:00.000,1,1,2
9,2023-02-02 00:00:00.000,1,1,2
10,2023-02-02 00:00:00.000,1,1,2
11,2023-02-02 00:00:00.000,1,1,2
12,2023-02-02 00:00:00.000,1,1,2
13,2023-02-02 00:00:00.000,1,1,2
14,2023-02-02 00:00:00.000,1,1,2
15,2023-02-02 00:00:00.000,1,1,2
16,2023-02-02 00:00:00.000,1,1,2
17,2023-02-02 00:00:00.000,1,1,2
18,2023-02-02 00:00:00.000,1,1,2
19,2023-02-02 00:00:00.000,1,1,2
20,2023-02-02 00:00:00.000,1,1,2
21,2023-02-02 00:00:00.000,1,1,2
22,2023-02-02 00:00:00.000,1,1,2
23,2023-02-02 00:00:00.000,1,1,2
24,2023-02-02 00:00:00.000,1,1,2
25,2023-02-02 00:00:00.000,1,1,2
26,2023-02-02 00:00:00.000,1,1,2
27,2023-02-02 00:00:00.000,1,1,2
28,2023-02-02 00:00:00.000,1,1,2
29,2023-02-02 00:00:00.000,1,1,2
30,2023-02-02 00:00:00.000,1,1,2
31,2023-02-02 00:00:00.000,1,1,2
32,2023-02-02 00:00:00.000,1,1,2
33,2023-02-02 00:00:00.000,1,1,2
34,2023-02-02 00:00:00.000,1,1,2
35,2023-02-02 00:00:00.000,1,1,2
36,2023-02-02 00:00:00.000,1,1,2
37,2023-02-02 00:00:00.000,1,1,2
38,2023-02-02 00:00:00.000,1,1,2
39,2023-02-02 00:00:00.000,1,1,2
40,2023-02-02 00:00:00.000,1,1,2
41,2023-02-02 00:00:00.000,2,1,2
42,2023-02-02 00:00:00.000,2,1,2
43,2023-02-02 00:00:00.000,2,1,2
44,2023-02-02 00:00:00.000,2,1,2
45,2023-02-02 00:00:00.000,2,1,2
46,2023-02-02 00:00:00.000,2,1,2
47,2023-02-02 00:00:00.000,2,1,2
48,2023-02-02 00:00:00.000,2,1,2
49,2023-02-02 00:00:00.000,2,1,2
50,2023-02-02 00:00:00.000,2,1,2
51,2023-02-02 00:00:00.000,2,1,2
52,2023-02-02 00:00:00.000,2,1,2
53,2023-02-02 00:00:00.000,2,1,2
54,2023-02-02 00:00:00.000,2,1,2
55,2023-02-02 00:00:00.000,2,1,2
56,2023-02-02 00:00:00.000,2,1,2
57,2023-02-02 00:00:00.000,2,1,2
58,2023-02-02 00:00:00.000,2,1,1
59,2023-02-02 00:00:00.000,2,1,1
60,2023-02-02 00:00:00.000,2,1,1
61,2023-02-02 00:00:00.000,2,1,1
62,2023-02-02 00:00:00.000,2,1,1
63,2023-02-02 00:00:00.000,2,1,1
64,2023-02-02 00:00:00.000,2,1,1
65,2023-02-02 00:00:00.000,2,1,1
66,2023-02-02 00:00:00.000,2,1,1
67,2023-02-02 00:00:00.000,2,1,1
68,2023-02-02 00:00:00.000,2,1,1
69,2023-02-02 00:00:00.000,2,1,1
70,2023-02-02 00:00:00.000,2,1,1
71,2023-02-02 00:00:00.000,2,1,1
72,2023-02-02 00:00:00.000,2,1,1
73,2023-02-02 00:00:00.000,2,1,1
74,2023-02-02 00:00:00.000,2,1,1
75,2023-02-02 00:00:00.000,2,1,1
76,2023-02-02 00:00:00.000,2,1,1
77,2023-02-02 00:00:00.000,2,1,1
78,2023-02-02 00:00:00.000,2,1,1
79,2023-02-02 00:00:00.000,2,1,1
80,2023-02-02 00:00:00.000,2,1,1
81,2023-02-02 00:00:00.000,2,1,1
82,2023-02-02 00:00:00.000,2,1,1
83,2023-02-02 00:00:00.000,2,1,1
84,2023-02-02 00:00:00.000,2,1,1
85,2023-02-02 00:00:00.000,2,1,1
86,2023-02-02 00:00:00.000,2,1,1
87,2023-02-02 00:00:00.000,2,1,1
88,2023-02-02 00:00:00.000,2,1,1
89,2023-02-02 00:00:00.000,2,1,1
90,2023-02-02 00:00:00.000,2,1,1
91,2023-02-02 00:00:00.000,2,1,1
92,2023-02-02 00:00:00.000,2,1,1
93,2023-02-02 00:00:00.000,2,1,1
94,2023-02-02 00:00:00.000,2,1,1
95,2023-02-02 00:00:00.000,2,1,1
96,2023-02-02 00:00:00.000,2,1,1
97,2023-02-02 00:00:00.000,2,1,1
98,2023-02-02 00:00:00.000,2,1,1
99,2023-02-02 00:00:00.000,2,1,1
100,2023-02-02 00:00:00.000,2,1,1
101,2023-02-02 00:00:00.000,2,1,1
102,2023-02-02 00:00:00.000,2,1,1
103,2023-02-02 00:00:00.000,2,1,1
104,2023-02-02 00:00:00.000,2,1,1
105,2023-02-02 00:00:00.000,2,1,1
106,2023-02-02 00:00:00.000,2,1,1
107,2023-02-02 00:00:00.000,2,1,1
108,2023-02-02 00:00:00.000,2,1,1
109,2023-02-02 00:00:00.000,2,1,1
110,2023-02-02 00:00:00.000,2,1,1
111,2023-02-02 00:00:00.000,2,1,1
112,2023-02-02 00:00:00.000,2,1,1
113,2023-02-02 00:00:00.000,2,1,1
114,2023-02-02 00:00:00.000,2,1,1
115,2023-02-02 00:00:00.000,2,1,1
116,2023-02-02 00:00:00.000,2,1,1
117,2023-02-02 00:00:00.000,2,1,1
118,2023-02-02 00:00:00.000,2,1,1
119,2023-02-02 00:00:00.000,2,1,1
120,2023-02-02 00:00:00.000,2,1,1
121,2023-02-02 00:00:00.000,2,1,1
122,2023-02-02 00:00:00.000,2,1,1
