"id","order_ts","statusid","provinceid","cityid"
10000000,2023-02-20 00:00:00.000,2,1,5
10000001,2023-02-20 00:00:00.000,2,1,5
10000002,2023-02-20 00:00:00.000,2,1,5
10000003,2023-02-20 00:00:00.000,2,1,5
10000004,2023-02-20 00:00:00.000,2,1,5
10000005,2023-02-20 00:00:00.000,2,1,5
10000006,2023-02-20 00:00:00.000,2,1,5
10000007,2023-02-20 00:00:00.000,2,1,5
10000008,2023-02-20 00:00:00.000,2,1,5
10000009,2023-02-20 00:00:00.000,2,1,5
10000010,2023-02-20 00:00:00.000,2,1,5
10000011,2023-02-20 00:00:00.000,2,1,5
10000012,2023-02-20 00:00:00.000,2,1,5
10000013,2023-02-20 00:00:00.000,2,1,5
10000014,2023-02-20 00:00:00.000,2,1,5
10000015,2023-02-20 00:00:00.000,2,1,6
10000016,2023-02-20 00:00:00.000,2,1,6
10000017,2023-02-20 00:00:00.000,2,1,6
10000018,2023-02-20 00:00:00.000,2,1,6
10000019,2023-02-20 00:00:00.000,2,1,6
10000020,2023-02-20 00:00:00.000,2,1,6
10000021,2023-02-20 00:00:00.000,2,1,6
10000022,2023-02-20 00:00:00.000,2,1,6
10000023,2023-02-20 00:00:00.000,2,1,6
10000024,2023-02-20 00:00:00.000,2,1,6
10000025,2023-02-20 00:00:00.000,2,1,6
10000026,2023-02-20 00:00:00.000,2,1,6
10000027,2023-02-20 00:00:00.000,2,1,6
10000028,2023-02-20 00:00:00.000,2,1,6
10000029,2023-02-20 00:00:00.000,2,1,6
10000030,2023-02-20 00:00:00.000,2,1,6
10000031,2023-02-20 00:00:00.000,2,1,6
10000032,2023-02-20 00:00:00.000,2,1,6
10000033,2023-02-20 00:00:00.000,3,1,1
10000034,2023-02-20 00:00:00.000,3,1,1
10000035,2023-02-20 00:00:00.000,3,1,1
10000036,2023-02-20 00:00:00.000,3,1,1
10000037,2023-02-20 00:00:00.000,3,1,1
10000038,2023-02-20 00:00:00.000,3,1,1
10000039,2023-02-20 00:00:00.000,3,1,1
10000040,2023-02-20 00:00:00.000,3,1,1
10000041,2023-02-20 00:00:00.000,3,1,1
10000042,2023-02-20 00:00:00.000,3,1,1
10000043,2023-02-20 00:00:00.000,2,1,1
10000044,2023-02-20 00:00:00.000,2,1,1
10000045,2023-02-20 00:00:00.000,2,1,1
10000046,2023-02-20 00:00:00.000,2,1,1
10000047,2023-02-20 00:00:00.000,2,1,1
10000048,2023-02-20 00:00:00.000,2,1,1
10000049,2023-02-20 00:00:00.000,2,1,1
10000050,2023-02-20 00:00:00.000,2,1,1
10000051,2023-02-20 00:00:00.000,2,1,1
10000052,2023-02-20 00:00:00.000,2,1,1
10000053,2023-02-20 00:00:00.000,2,1,1
10000054,2023-02-20 00:00:00.000,2,1,1
10000055,2023-02-20 00:00:00.000,2,1,1
10000056,2023-02-20 00:00:00.000,2,1,1
10000057,2023-02-20 00:00:00.000,2,1,1
10000058,2023-02-20 00:00:00.000,2,1,2
